# x		Fun(x)	FunAtv1(x)
0.310000	0.305059	0.950792
0.320000	0.314567	0.947647
0.330000	0.324043	0.944406
0.340000	0.333487	0.941072
0.350000	0.342898	0.937643
0.360000	0.352274	0.934120
0.370000	0.361615	0.930504
0.380000	0.370920	0.926795
0.390000	0.380188	0.922993
0.400000	0.389418	0.919099
0.410000	0.398609	0.915113
0.420000	0.407760	0.911035
0.430000	0.416871	0.906866
0.440000	0.425939	0.902607
0.450000	0.434966	0.898257
0.460000	0.443948	0.893818
0.470000	0.452886	0.889289
0.480000	0.461779	0.884671
0.490000	0.470626	0.879965
0.500000	0.479426	0.875171
0.510000	0.488177	0.870289
0.520000	0.496880	0.865320
0.530000	0.505533	0.860265
0.540000	0.514136	0.855124
0.550000	0.522687	0.849897
0.560000	0.531186	0.844585
0.570000	0.539632	0.839189
0.580000	0.548024	0.833709
0.590000	0.556361	0.828145
0.600000	0.564642	0.822499
0.610000	0.572867	0.816770
0.620000	0.581035	0.810960
0.630000	0.589145	0.805068
0.640000	0.597195	0.799096
0.650000	0.605186	0.793045
0.660000	0.613117	0.786914
0.670000	0.620986	0.780704
0.680000	0.628793	0.774416
0.690000	0.636537	0.768051
0.700000	0.644218	0.761608
0.710000	0.651834	0.755090
0.720000	0.659385	0.748496
0.730000	0.666870	0.741828
0.740000	0.674288	0.735085
0.750000	0.681639	0.728269
0.760000	0.688921	0.721379
0.770000	0.696135	0.714418
0.780000	0.703279	0.707385
0.790000	0.710353	0.700282
0.800000	0.717356	0.693108
0.810000	0.724287	0.685866
0.820000	0.731146	0.678554
0.830000	0.737931	0.671175
0.840000	0.744643	0.663729
0.850000	0.751280	0.656216
0.860000	0.757843	0.648637
0.870000	0.764329	0.640994
0.880000	0.770739	0.633287
0.890000	0.777072	0.625516
0.900000	0.783327	0.617683
0.910000	0.789504	0.609788
0.920000	0.795602	0.601832
0.930000	0.801620	0.593816
0.940000	0.807558	0.585740
0.950000	0.813416	0.577606
0.960000	0.819192	0.569415
0.970000	0.824886	0.561166
